"Name","City","State","Access","Count","Latitude","Longitude","Wall","Proshop","Indoor","Lights","Surface"
"Lucky Shoals Park","Atlanta","GA","Public",2,33.8796261,-84.1979098,"No","No","No","Yes","Hard"
"Park Pointe North","Atlanta","GA","Private",1,33.8700592,-84.2601049,"No","No","No","No","Hard"
"Wealthy Elementary School","Grand Rapids","MI","Public",2,42.9514362,-85.6182575,"Yes","No","No","No","Hard"
"The Palms at Laguna Niguel","Los Angeles","CA","Private",1,33.5546462,-117.6961255,"No","No","No","Yes","Hard"
"Westridge Apartment Homes","Los Angeles","CA","Private",1,33.6568614,-117.6656663,"No","No","No","Yes","Hard"
"Rancho Cucamonga Middle School","Los Angeles","CA","Public",4,34.0941435,-117.5852966,"Yes","No","No","Yes","Hard"
"Granada Park","Los Angeles","CA","Private",2,33.8733196,-117.8645039,"No","No","No","Yes","Hard"
"Ridgeview","Los Angeles","CA","Private",2,33.6368461,-117.7995515,"No","No","No","Yes","Hard"
"Castro Park","San Francisco - Oakland - San Jose","CA","Public",2,37.9214512,-122.3065853,"No","No","No","No","Hard"
"Curtis Junior High School","Seattle","WA","Public",6,47.224166,-122.5509238,"No","No","No","No","Hard"
"Brookmeadow Park","San Francisco - Oakland - San Jose","CA","Private",4,37.6901457,-121.735543,"No","No","No","No","Hard"
"Southern Estates Park","Miami-Fort Lauderdale","FL","Public",2,25.7376008,-80.3891087,"No","No","No","No","Hard"
"Century Village East","Miami-Fort Lauderdale","FL","Private",4,26.3101505,-80.1364768,"No","No","No","No","Hard"
"Southgate Gardens","Miami-Fort Lauderdale","FL","Private",1,26.2283737,-80.2488613,"No","No","No","Yes","Hard"
"Alief Park","Houston - Galveston - Brazoria","TX","Public",4,29.7017996,-95.5885756,"Yes","No","No","Yes","Hard"
"Village At Tierra Verde","Tampa-St. Petersburg-Clearwater","FL","Private",1,27.6902069,-82.7191544,"No","No","No","Yes","Clay"
"Academy High School","Austin-San Marcos","TX","Public",8,30.0324301,-97.8936231,"No","No","No","Yes","Hard"
"Waterford Place","Indianapolis","IN","Private",1,39.6444698,-86.1410522,"No","No","No","Yes","Hard"
"Center Hill Park","Atlanta","GA","Public",1,33.7770695,-84.4589746,"No","No","No","No","Hard"
"Windsor Creek","Atlanta","GA","Private",2,33.8900469,-83.9649868,"No","No","No","Yes","Hard"
"Duncan Lake Middle School","Grand Rapids","MI","Public",8,42.7880472,-85.5241442,"No","No","No","Yes","Hard"
"Davies Park","Grand Rapids","MI","Public",1,43.1965338,-86.2716866,"No","No","No","No","Hard"
"Brookwood Village","Oklahoma City","OK","Private",1,35.3735671,-97.5270939,"No","No","No","No","Hard"
"South Gate High School","Los Angeles","CA","Public",4,33.9567186,-118.2087064,"No","No","No","No","Hard"
"Mira Vista at Mission Hills","Los Angeles","CA","Private",1,33.813527,-116.4371824,"No","No","No","Yes","Hard"
"Jewel's Terrace Park","San Francisco - Oakland - San Jose","CA","Public",2,37.8846597,-122.2871768,"No","No","No","No","Hard"
"Village Park at Oakland","Miami-Fort Lauderdale","FL","Private",4,26.1903038,-80.1374531,"Yes","No","No","Yes","Hard"
"Gateway Park","Dallas - Fort Worth","TX","Public",4,32.7564222,-96.7009091,"No","No","No","Yes","Hard"
"Wilcrest Park","Houston - Galveston - Brazoria","TX","Private",1,29.6861513,-95.567826,"No","No","No","Yes","Hard"
"Mallory Square","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.0208576,-82.6140171,"No","No","No","Yes","Hard"
"The Columns at Bear Creek","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.330359,-82.6398093,"No","No","No","No","Hard"
"Waterford on the Alafie","Tampa-St. Petersburg-Clearwater","FL","Private",2,27.8553595,-82.2771263,"No","No","No","Yes","Hard"
"Stillwater Area High School","Minneapolis-St. Paul","MN","Public",12,45.0292404,-92.850587,"Yes","No","No","No","Hard"
"Old City Park","Indianapolis","IN","Public",2,39.6127056,-86.106969,"No","No","No","Yes","Hard"
"Colonial Village at West End","Richmond-Petersburg","VA","Private",1,37.6471567,-77.5780892,"No","No","No","Yes","Hard"
"Somerset at the Crossing","Atlanta","GA","Private",2,33.8609635,-84.1820419,"No","No","No","Yes","Hard"
"Trotters Farm Estates","Atlanta","GA","Private",2,33.5581778,-84.5607162,"No","No","No","No","Hard"
"Excalibur Apartments","Baltimore","MD","Private",1,39.3946666,-76.7494905,"No","No","No","Yes","Hard"
"Chapel Park","Salt Lake City","UT","Public",2,41.0572284,-111.9494283,"Yes","No","No","Yes","Hard"
"Tooele High School","Salt Lake City","UT","Public",6,40.5291644,-112.305057,"No","No","No","No","Hard"
"Fire Burn Park","Grand Rapids","MI","Public",2,43.0852744,-86.2228811,"No","No","No","No","Hard"
"Morningside Condominiums","Los Angeles","CA","Private",2,33.5709441,-117.7111351,"Yes","No","No","Yes","Hard"
"Tiffany Park","Seattle","WA","Public",2,47.4625017,-122.177217,"No","No","No","No","Hard"
"Madera Valley Apartment","San Francisco - Oakland - San Jose","CA","Private",2,37.9181334,-122.5125307,"No","No","No","No","Hard"
"Sunset View","Seattle","WA","Private",1,47.4811254,-122.244755,"No","No","No","No","Hard"
"Folsom Lake College","Sacramento-Yolo","CA","Public",4,38.6601212,-121.1244929,"No","No","No","Yes","Hard"
"Lakes At Pembroke","Miami-Fort Lauderdale","FL","Private",2,26.0292236,-80.2788591,"No","No","No","Yes","Hard"
"Brookhaven College","Dallas - Fort Worth","TX","Public",8,32.9301831,-96.8473899,"Yes","No","No","No","Hard"
"Frances Way Villas","Dallas - Fort Worth","TX","Private",2,32.9448152,-96.710093,"No","No","No","No","Hard"
"River View","Tampa-St. Petersburg-Clearwater","FL","Private",2,28.0158851,-82.3906589,"No","No","No","Yes","Hard"
"Bentley Park","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.0912243,-82.7297437,"No","No","No","Yes","Hard"
"Mission Springs","Jacksonville","FL","Private",2,30.2516718,-81.7202461,"No","No","No","Yes","Hard"
"The Willows","Orlando","FL","Private",2,28.5795802,-81.4434448,"No","No","No","Yes","Hard"
"Kosciuszko Park","Milwaukee","WI","Public",5,43.0061064,-87.922478,"Yes","No","No","Yes","Hard"
"Washington Playground","Milwaukee","WI","Public",2,43.0153481,-87.988182,"Yes","No","No","Yes","Hard"
"Ivey Manor","Atlanta","GA","Private",2,34.193674,-84.2371452,"No","No","No","No","Hard"
"Concept 21 - Six Flags","Atlanta","GA","Private",2,33.7764363,-84.5622504,"No","No","No","Yes","Hard"
"Aberdeen Village Association","Detroit","MI","Private",1,42.7128324,-83.050729,"No","No","No","No","Hard"
"Richmond Park","Grand Rapids","MI","Public",3,42.9961258,-85.6942713,"Yes","No","No","No","Hard"
"Chaparral High School","Los Angeles","CA","Public",8,33.5366104,-117.1466482,"No","No","No","No","Hard"
"Chatsworth HOA","Los Angeles","CA","Private",1,34.253421,-118.5904491,"No","No","No","Yes","Hard"
"Montclaire Park","San Francisco - Oakland - San Jose","CA","Public",2,37.3412637,-122.0814943,"No","No","No","Yes","Hard"
"Victor Lord Park","Atlanta","GA","Public",4,33.980992,-83.7181699,"No","No","No","Yes","Hard"
"Lewis Park","Sacramento-Yolo","CA","Public",2,38.507114,-121.5491617,"No","No","No","Yes","Hard"
"Village at Lake Pine","Miami-Fort Lauderdale","FL","Private",1,26.1120072,-80.3079343,"No","No","No","Yes","Hard"
"Lamar and Norma Hunt Middle School","Dallas - Fort Worth","TX","Public",2,33.1183011,-96.8081117,"No","No","No","Yes","Hard"
"Lion Tennis Center","Dallas - Fort Worth","TX","Public",9,32.3216735,-96.6486812,"No","No","Yes","Yes","Hard"
"Lake Cliff Park","Dallas - Fort Worth","TX","Public",2,32.7567199,-96.8171775,"Yes","No","No","Yes","Hard"
"Surrey Oaks","Dallas - Fort Worth","TX","Private",1,32.8301884,-96.9984627,"No","No","No","Yes","Hard"
"Bridle Point","Atlanta","GA","Private",2,33.7800213,-84.0267313,"No","No","No","No","Hard"
"Bayou Park Village","Houston - Galveston - Brazoria","TX","Private",2,29.7626078,-95.4057455,"Yes","No","No","Yes","Hard"
"Eastwood Village","Atlanta","GA","Private",1,33.5471712,-84.2567146,"No","No","No","Yes","Hard"
"Barrington Kingwood","Houston - Galveston - Brazoria","TX","Private",1,30.0359689,-95.2121758,"No","No","No","Yes","Hard"
"East Lake High School","Tampa-St. Petersburg-Clearwater","FL","Public",6,28.1286517,-82.7021277,"No","No","No","No","Hard"
"Puritan Place","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.0190202,-82.4027127,"No","No","No","No","Hard"
"St. Louis Park Senior School","Minneapolis-St. Paul","MN","Public",7,44.9427567,-93.363822,"Yes","No","No","No","Hard"
"Central Park Victoria","Minneapolis-St. Paul","MN","Public",2,45.0166671,-93.13779,"Yes","No","No","Yes","Hard"
"Colorado School of Mines","Denver","CO","Public",4,39.7522299,-105.2255,"Yes","No","No","No","Hard"
"Courthouse Green Apartments","Richmond-Petersburg","VA","Private",1,37.378257,-77.4980628,"No","No","No","No","Hard"
"Fountain Place Apartment Homes","Minneapolis-St. Paul","MN","Private",2,44.8497917,-93.4414351,"No","No","No","No","Hard"
"South Hennepin Adult Programs in Education","Minneapolis-St. Paul","MN","Public",5,44.8422153,-93.313247,"Yes","No","No","No","Hard"
"Pullman Elementary","Minneapolis-St. Paul","MN","Public",2,44.8343032,-92.9861462,"No","No","No","No","Hard"
"Parkview Forest","Atlanta","GA","Private",2,33.8629146,-84.1030991,"No","No","No","Yes","Hard"
"Sherwood Middle School","Portland","OR","Public",3,45.3600312,-122.8419006,"Yes","No","No","Yes","Hard"
"Locust Point","Baltimore","MD","Public",3,39.2677297,-76.5918195,"No","No","No","Yes","Hard"
"Leakin Park","Baltimore","MD","Public",4,39.3081528,-76.7004919,"No","No","No","No","Hard"
"Parks Edge at Shelby Farms","Memphis","TN","Private",1,35.1386512,-89.8012912,"No","No","No","Yes","Hard"
"Manual Arts Senior High School","Los Angeles","CA","Public",4,34.0089761,-118.2929385,"Yes","No","No","No","Hard"
"Thousand Oaks Community Park","Los Angeles","CA","Public",4,34.2145171,-118.8692594,"No","No","No","Yes","Hard"
"Perry Park","Phoenix","AZ","Public",2,33.4771111,-112.0147669,"No","No","No","Yes","Hard"
"Clubhouse at Paradise Valley","San Francisco - Oakland - San Jose","CA","Private",3,38.2946858,-122.023977,"No","No","No","Yes","Hard"
"Franklin High School","Sacramento-Yolo","CA","Public",8,38.3917244,-121.4298677,"No","No","No","No","Hard"
"The Lakes at Boca Rio","West Palm Beach - Boca Raton","FL","Private",2,26.3413164,-80.1773536,"No","No","No","Yes","Hard"
"Alvin High School","Houston - Galveston - Brazoria","TX","Public",10,29.4152082,-95.2526236,"Yes","No","No","No","Hard"
